client timestamp,button,state,x,y
1675,NoButton,Move,268,361
1683,NoButton,Move,269,362
1695,NoButton,Move,272,363
1707,NoButton,Move,274,368
1719,NoButton,Move,276,369
1731,NoButton,Move,278,373
1743,NoButton,Move,281,376
1755,NoButton,Move,283,380
1767,NoButton,Move,286,383
1781,NoButton,Move,287,385
1801,NoButton,Move,289,387
1811,NoButton,Move,291,387
1815,NoButton,Move,292,388
1827,NoButton,Move,292,389
1839,NoButton,Move,293,389
1851,NoButton,Move,295,391
1875,NoButton,Move,296,392
1887,NoButton,Move,296,393
1899,NoButton,Move,298,395
1911,NoButton,Move,299,396
1923,NoButton,Move,301,398
1934,NoButton,Move,302,399
1946,NoButton,Move,303,400
1958,NoButton,Move,305,402
1970,NoButton,Move,306,403
1982,NoButton,Move,308,405
2006,NoButton,Move,309,406
2163,NoButton,Move,309,407
2174,NoButton,Move,310,407
2198,NoButton,Move,310,409
2210,NoButton,Move,310,410
2222,NoButton,Move,312,410
2234,NoButton,Move,312,411
2246,NoButton,Move,312,413
2258,NoButton,Move,313,414
2270,NoButton,Move,313,415
2282,NoButton,Move,315,417
2294,NoButton,Move,317,420
2304,NoButton,Move,318,422
2316,NoButton,Move,320,424
2328,NoButton,Move,322,429
2340,NoButton,Move,324,431
2352,NoButton,Move,327,435
2364,NoButton,Move,328,437
2376,NoButton,Move,330,440
2388,NoButton,Move,332,442
2400,NoButton,Move,333,444
2412,NoButton,Move,335,446
2426,NoButton,Move,336,449
2438,NoButton,Move,338,450
2448,NoButton,Move,339,452
2460,NoButton,Move,339,454
2472,NoButton,Move,341,455
2484,NoButton,Move,342,456
2498,NoButton,Move,343,459
2510,NoButton,Move,345,460
2522,NoButton,Move,347,464
2534,NoButton,Move,349,467
2546,NoButton,Move,352,471
2558,NoButton,Move,354,474
2570,NoButton,Move,357,478
2582,NoButton,Move,360,483
2594,NoButton,Move,365,488
2606,NoButton,Move,368,494
2618,NoButton,Move,370,499
2630,NoButton,Move,373,504
2640,NoButton,Move,378,511
2652,NoButton,Move,381,516
2666,NoButton,Move,386,523
2678,NoButton,Move,389,528
2688,NoButton,Move,392,533
2700,NoButton,Move,397,536
2712,NoButton,Move,400,541
2726,NoButton,Move,405,546
2738,NoButton,Move,409,548
2750,NoButton,Move,414,550
2762,NoButton,Move,418,553
2774,NoButton,Move,421,554
2786,NoButton,Move,423,554
2798,NoButton,Move,425,556
2810,NoButton,Move,426,556
2822,NoButton,Move,428,556
2834,NoButton,Move,429,556
2868,NoButton,Move,430,556
2882,NoButton,Move,430,557
3147,Left,Pressed,430,557
3253,Left,Released,430,557
4331,NoButton,Move,429,557
4343,NoButton,Move,427,557
4356,NoButton,Move,427,556
4368,NoButton,Move,426,556
4380,NoButton,Move,425,554
4392,NoButton,Move,423,554
4404,NoButton,Move,422,554
4414,NoButton,Move,421,553
4438,NoButton,Move,419,551
4452,NoButton,Move,418,551
4461,NoButton,Move,417,550
4475,NoButton,Move,415,550
4486,NoButton,Move,414,549
4498,NoButton,Move,413,549
4511,NoButton,Move,411,549
4523,NoButton,Move,410,547
4535,NoButton,Move,408,547
4547,NoButton,Move,405,546
4559,NoButton,Move,403,546
4571,NoButton,Move,399,546
4583,NoButton,Move,395,546
4595,NoButton,Move,390,546
4607,NoButton,Move,386,546
4619,NoButton,Move,384,546
4631,NoButton,Move,380,546
4643,NoButton,Move,375,546
4655,NoButton,Move,371,546
4665,NoButton,Move,367,546
4679,NoButton,Move,362,546
4691,NoButton,Move,356,546
4703,NoButton,Move,351,546
4715,NoButton,Move,342,546
4725,NoButton,Move,334,546
4739,NoButton,Move,322,546
4751,NoButton,Move,312,543
4763,NoButton,Move,303,543
4775,NoButton,Move,293,543
4787,NoButton,Move,285,543
4799,NoButton,Move,276,543
4811,NoButton,Move,264,545
4821,NoButton,Move,252,547
4835,NoButton,Move,244,547
4845,NoButton,Move,238,547
4859,NoButton,Move,233,547
4869,NoButton,Move,229,547
4883,NoButton,Move,227,547
4895,NoButton,Move,223,547
4907,NoButton,Move,221,547
4919,NoButton,Move,215,547
4931,NoButton,Move,211,547
4941,NoButton,Move,203,547
4953,NoButton,Move,198,547
4965,NoButton,Move,192,547
4977,NoButton,Move,187,547
4991,NoButton,Move,182,547
5003,NoButton,Move,176,547
5015,NoButton,Move,168,547
5027,NoButton,Move,159,549
5039,NoButton,Move,146,552
5049,NoButton,Move,137,554
5061,NoButton,Move,125,557
5075,NoButton,Move,115,559
5085,NoButton,Move,103,561
5097,NoButton,Move,94,561
5109,NoButton,Move,82,561
5121,NoButton,Move,74,561
5135,NoButton,Move,70,561
5145,NoButton,Move,68,561
5554,NoButton,Move,64,561
5564,NoButton,Move,60,561
5577,NoButton,Move,56,561
5589,NoButton,Move,52,560
5601,NoButton,Move,47,560
5614,NoButton,Move,43,560
5624,NoButton,Move,41,560
5636,NoButton,Move,37,560
5648,NoButton,Move,35,560
5661,NoButton,Move,33,559
5672,NoButton,Move,32,559
5685,NoButton,Move,29,559
5697,NoButton,Move,27,559
5708,NoButton,Move,25,559
5720,NoButton,Move,23,557
5732,NoButton,Move,21,557
5744,NoButton,Move,17,557
5756,NoButton,Move,15,557
5768,NoButton,Move,11,557
5780,NoButton,Move,8,556
5792,NoButton,Move,6,556
5804,NoButton,Move,4,556
5816,NoButton,Move,2,556
5828,NoButton,Move,1,556
5840,NoButton,Move,-1,556
5854,NoButton,Move,-1,556
5864,NoButton,Move,-1,556
5876,NoButton,Move,-1,556
5888,NoButton,Move,-2,556
5900,NoButton,Move,-1,554
5912,NoButton,Move,-1,554
5924,NoButton,Move,-2,554
5948,NoButton,Move,-1,554
5960,NoButton,Move,-1,554
5973,NoButton,Move,-1,554
5985,NoButton,Move,-3,554
5997,NoButton,Move,-1,554
6009,NoButton,Move,-2,554
6021,NoButton,Move,-1,554
6033,NoButton,Move,-3,555
6045,NoButton,Move,-2,555
6057,NoButton,Move,-2,555
6069,NoButton,Move,-2,555
6081,NoButton,Move,-2,555
6093,NoButton,Move,-2,555
6105,NoButton,Move,-2,555
6117,NoButton,Move,-2,555
6129,NoButton,Move,-3,555
6141,NoButton,Move,-2,555
6153,NoButton,Move,-1,555
6165,NoButton,Move,-1,555
6177,NoButton,Move,-2,555
6189,NoButton,Move,-2,555
6211,NoButton,Move,-1,555
6223,NoButton,Move,-1,555
6235,NoButton,Move,-2,555
6247,NoButton,Move,-1,555
6271,NoButton,Move,-1,555
6283,NoButton,Move,-1,555
6307,NoButton,Move,-2,555
6319,NoButton,Move,-1,555
6343,NoButton,Move,-1,555
6355,NoButton,Move,-2,555
6379,NoButton,Move,-1,555
6391,NoButton,Move,-1,555
6415,NoButton,Move,-1,555
6439,NoButton,Move,-2,555
6463,NoButton,Move,-1,555
6487,NoButton,Move,-1,555
6523,NoButton,Move,-1,555
6559,NoButton,Move,-2,555
6583,NoButton,Move,-1,555
6619,NoButton,Move,-1,555
6656,NoButton,Move,-2,555
6704,NoButton,Move,-1,555
6764,NoButton,Move,-1,555
6932,NoButton,Move,0,555
6944,NoButton,Move,1,555
6956,NoButton,Move,4,555
6986,NoButton,Move,6,555
6986,NoButton,Move,11,555
6992,NoButton,Move,16,557
7004,NoButton,Move,25,559
7016,NoButton,Move,34,561
7026,NoButton,Move,48,563
7040,NoButton,Move,65,566
7050,NoButton,Move,81,566
7064,NoButton,Move,98,566
7074,NoButton,Move,111,566
7088,NoButton,Move,127,566
7100,NoButton,Move,148,562
7112,NoButton,Move,162,560
7124,NoButton,Move,175,558
7134,NoButton,Move,187,556
7146,NoButton,Move,197,554
7158,NoButton,Move,206,554
7172,NoButton,Move,211,554
7184,NoButton,Move,217,554
7194,NoButton,Move,221,554
7208,NoButton,Move,226,554
7220,NoButton,Move,231,554
7232,NoButton,Move,235,554
7244,NoButton,Move,239,554
7254,NoButton,Move,243,554
7266,NoButton,Move,245,554
7278,NoButton,Move,249,554
7290,NoButton,Move,254,552
7302,NoButton,Move,262,552
7314,NoButton,Move,270,552
7326,NoButton,Move,278,550
7338,NoButton,Move,286,550
7350,NoButton,Move,291,550
7362,NoButton,Move,296,548
7374,NoButton,Move,302,546
7386,NoButton,Move,306,546
7398,NoButton,Move,308,546
7410,NoButton,Move,312,546
7422,NoButton,Move,314,546
7434,NoButton,Move,315,546
7446,NoButton,Move,317,546
7470,NoButton,Move,318,546
7482,NoButton,Move,319,546
7506,NoButton,Move,320,546
7518,NoButton,Move,322,546
7542,NoButton,Move,323,545
7566,NoButton,Move,324,545
7738,Left,Pressed,324,545
7844,Left,Released,324,545
12144,NoButton,Move,328,545
12156,NoButton,Move,333,543
12168,NoButton,Move,337,541
12180,NoButton,Move,342,539
12192,NoButton,Move,346,537
12204,NoButton,Move,351,534
12216,NoButton,Move,357,529
12228,NoButton,Move,363,523
12240,NoButton,Move,372,518
12252,NoButton,Move,381,511
12264,NoButton,Move,389,506
12276,NoButton,Move,394,500
12288,NoButton,Move,399,495
12300,NoButton,Move,402,493
12312,NoButton,Move,403,490
12324,NoButton,Move,405,489
12336,NoButton,Move,405,488
12348,NoButton,Move,406,488
12396,NoButton,Move,406,488
12456,NoButton,Move,404,488
12480,NoButton,Move,403,488
12504,NoButton,Move,402,486
12514,NoButton,Move,400,485
12538,NoButton,Move,400,483
12564,NoButton,Move,400,482
12588,NoButton,Move,400,481
12610,NoButton,Move,399,480
12622,NoButton,Move,399,478
12634,NoButton,Move,399,477
12646,NoButton,Move,397,476
12672,NoButton,Move,396,474
12682,NoButton,Move,396,473
13019,Left,Pressed,396,473
13091,Left,Released,396,473
14276,NoButton,Move,671,393
14288,NoButton,Move,653,409
14300,NoButton,Move,641,423
14312,NoButton,Move,625,441
14324,NoButton,Move,607,457
14336,NoButton,Move,593,469
14348,NoButton,Move,583,478
14360,NoButton,Move,577,484
14372,NoButton,Move,572,489
14384,NoButton,Move,569,492
14401,NoButton,Move,568,493
